session_id,window_id,timestamp_trigger,timestamp_order_sent,timestamp_confirmed,side,strike_price,hl_price_at_trigger,gap_value,gap_threshold_used,atr_regime,cvd_60s,cvd_threshold_used,cvd_threshold_pct,velocity,entry_odds,odds_in_sweet_spot,spread_pct,expected_odds,mispricing_delta,slippage_delta,slippage_threshold_used,blockchain_latency_ms,shares_bought,cost_usdc,result,resolution_price,payout_usdc,pnl_usdc,claim_method,claim_timestamp,mode,bot_version
SES-1776805059,btc-updown-5m-1776816000,2026-04-22 00:01:00.433868+00:00,2026-04-22 00:01:00.433946+00:00,2026-04-22 00:01:00.433955+00:00,UP,0.01,76303.5,-58.36008152000432,15.0,NORM,-445595.2779699884,143316.88409250393,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776816000,2026-04-22 00:01:28.772944+00:00,2026-04-22 00:01:28.772965+00:00,2026-04-22 00:01:28.772970+00:00,DOWN,0.01,76297.5,-64.36008152000431,15.0,NORM,274855.0617500118,123255.67469050392,0.0,8.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776816300,2026-04-22 00:06:00.143413+00:00,2026-04-22 00:06:00.143495+00:00,2026-04-22 00:06:00.143513+00:00,UP,0.27,76342.0,-74.02964048000285,15.0,NORM,1943388.9901900128,104389.24479050392,0.0,-2.0,0.27,True,0.0,0.27,0.0,0.0,0.0,0,2.0,0.54,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776816300,2026-04-22 00:06:02.554911+00:00,2026-04-22 00:06:02.554941+00:00,2026-04-22 00:06:02.554949+00:00,DOWN,0.27,76342.0,-74.02964048000285,15.0,NORM,1941018.8973400127,104103.53877200391,0.0,0.5,0.27,True,0.0,0.27,0.0,0.0,0.0,0,2.0,0.54,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776816600,2026-04-22 00:11:00.491108+00:00,2026-04-22 00:11:00.491175+00:00,2026-04-22 00:11:00.491183+00:00,UP,0.001,76294.5,-77.98484000000462,15.0,NORM,-2333437.7500899974,133452.52110950355,0.0,0.0,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776816600,2026-04-22 00:11:33.649628+00:00,2026-04-22 00:11:33.649686+00:00,2026-04-22 00:11:33.649705+00:00,DOWN,0.001,76318.5,-29.73692331000348,15.0,NORM,-1045605.8262799968,76750.88596000358,0.0,1.0,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776816900,2026-04-22 00:16:00.049542+00:00,2026-04-22 00:16:00.049613+00:00,2026-04-22 00:16:00.049623+00:00,UP,0.4,76359.5,-55.10000000000582,15.0,NORM,626168.7352200038,75703.90479000355,0.0,3.5,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776816900,2026-04-22 00:16:06.081255+00:00,2026-04-22 00:16:06.081287+00:00,2026-04-22 00:16:06.081295+00:00,DOWN,0.31,76331.5,-83.10000000000582,15.0,NORM,-154162.4329099963,38012.60139050356,0.0,0.5,0.31,True,0.0,0.31,0.0,0.0,0.0,0,2.0,0.62,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776817200,2026-04-22 00:21:00.376188+00:00,2026-04-22 00:21:00.376241+00:00,2026-04-22 00:21:00.376246+00:00,DOWN,0.01,76392.0,-14.629531219994533,15.0,NORM,4164181.5925199976,260241.1722080036,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776817200,2026-04-22 00:21:22.708730+00:00,2026-04-22 00:21:22.708759+00:00,2026-04-22 00:21:22.708763+00:00,UP,0.01,76376.0,-65.85000000000582,15.0,NORM,2179145.2916399995,134011.2198190037,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776817500,2026-04-22 00:26:00.140757+00:00,2026-04-22 00:26:00.140802+00:00,2026-04-22 00:26:00.140807+00:00,DOWN,0.3,76235.5,-44.73233165999409,15.0,NORM,-5285985.851919993,285161.3224620034,0.0,0.0,0.3,True,0.0,0.3,0.0,0.0,0.0,0,2.0,0.6,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776817500,2026-04-22 00:26:01.345771+00:00,2026-04-22 00:26:01.345803+00:00,2026-04-22 00:26:01.345812+00:00,UP,0.34,76235.0,-45.23233165999409,15.0,NORM,-5352978.861869993,288510.97295950336,0.0,-0.5,0.34,True,0.0,0.34,0.0,0.0,0.0,0,2.0,0.68,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776817800,2026-04-22 00:31:00.261368+00:00,2026-04-22 00:31:00.261412+00:00,2026-04-22 00:31:00.261417+00:00,UP,0.01,76244.5,-69.27043000000413,15.0,NORM,102238.5851700002,60681.64149950338,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776818100,2026-04-22 00:36:04.793332+00:00,2026-04-22 00:36:04.793486+00:00,2026-04-22 00:36:04.793503+00:00,UP,0.4,76222.0,-57.086336049993406,15.0,NORM,-2691366.685080003,153689.1403920035,0.0,7.0,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776818100,2026-04-22 00:36:07.201564+00:00,2026-04-22 00:36:07.201596+00:00,2026-04-22 00:36:07.201603+00:00,DOWN,0.39,76222.5,-56.586336049993406,15.0,NORM,-2018452.1521400036,110463.01241700356,0.0,0.0,0.39,True,0.0,0.39,0.0,0.0,0.0,0,2.0,0.78,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776818400,2026-04-22 00:41:00.240274+00:00,2026-04-22 00:41:00.240334+00:00,2026-04-22 00:41:00.240345+00:00,UP,0.01,76314.5,-59.41599999999744,15.0,NORM,306731.6191200163,81873.13780200403,0.0,-5.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776818400,2026-04-22 00:41:34.576930+00:00,2026-04-22 00:41:34.577008+00:00,2026-04-22 00:41:34.577017+00:00,DOWN,0.01,76277.5,-63.80363373,15.0,NORM,-567765.2078699834,29675.069677503943,0.0,-0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776818700,2026-04-22 00:46:00.539482+00:00,2026-04-22 00:46:00.539580+00:00,2026-04-22 00:46:00.539595+00:00,UP,0.35,76333.5,-41.30447579000611,15.0,NORM,-185652.98316998177,34677.57236750398,0.0,0.5,0.35,True,0.0,0.35,0.0,0.0,0.0,0,2.0,0.7,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776818700,2026-04-22 00:46:11.384467+00:00,2026-04-22 00:46:11.384487+00:00,2026-04-22 00:46:11.384493+00:00,DOWN,0.38,76298.5,-76.30447579000611,15.0,NORM,-230653.94079998185,31363.49386300397,0.0,0.0,0.38,True,0.0,0.38,0.0,0.0,0.0,0,2.0,0.76,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776819000,2026-04-22 00:51:00.285470+00:00,2026-04-22 00:51:00.285554+00:00,2026-04-22 00:51:00.285568+00:00,UP,0.01,76220.5,-54.070000000006985,15.0,NORM,-986255.8020299772,50657.89945450389,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776819300,2026-04-22 00:56:26.629859+00:00,2026-04-22 00:56:26.629935+00:00,2026-04-22 00:56:26.629946+00:00,DOWN,0.4,76235.0,-57.22000000000117,15.0,NORM,42814.8500800222,8694.46582800391,0.0,-0.5,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776819300,2026-04-22 00:56:29.643789+00:00,2026-04-22 00:56:29.643811+00:00,2026-04-22 00:56:29.643817+00:00,UP,0.38,76240.5,-51.72000000000117,15.0,NORM,35660.35055002221,8737.91573150391,0.0,0.0,0.38,True,0.0,0.38,0.0,0.0,0.0,0,2.0,0.76,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776819600,2026-04-22 01:01:00.511655+00:00,2026-04-22 01:01:00.511735+00:00,2026-04-22 01:01:00.511750+00:00,UP,0.01,76288.5,-94.856257499996,15.0,NORM,1356642.7700800218,88447.1035890039,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776819600,2026-04-22 01:01:51.200044+00:00,2026-04-22 01:01:51.200067+00:00,2026-04-22 01:01:51.200072+00:00,DOWN,0.01,76325.5,-64.91873886999383,15.0,NORM,1320242.175670022,69031.62611750391,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776819900,2026-04-22 01:06:01.415029+00:00,2026-04-22 01:06:01.415080+00:00,2026-04-22 01:06:01.415087+00:00,DOWN,0.39,76337.5,-28.02999999999884,15.0,NORM,-16529.511359980646,5451.440442004056,0.0,-2.5,0.39,True,0.0,0.39,0.0,0.0,0.0,0,2.0,0.78,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776819900,2026-04-22 01:06:25.517386+00:00,2026-04-22 01:06:25.517405+00:00,2026-04-22 01:06:25.517412+00:00,UP,0.38,76319.5,-55.14748527000484,15.0,NORM,-382700.4704399804,23648.04543100404,0.0,3.0,0.38,True,0.0,0.38,0.0,0.0,0.0,0,2.0,0.76,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776820200,2026-04-22 01:11:00.516756+00:00,2026-04-22 01:11:00.516863+00:00,2026-04-22 01:11:00.516884+00:00,UP,0.01,76296.5,-73.66000000000349,15.0,NORM,27907.80081001977,4816.533414504099,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776820500,2026-04-22 01:16:00.268297+00:00,2026-04-22 01:16:00.268441+00:00,2026-04-22 01:16:00.268469+00:00,UP,0.29,76321.5,-66.99000000000524,15.0,NORM,-611530.0220399818,45309.21774900396,0.0,0.0,0.29,True,0.0,0.29,0.0,0.0,0.0,0,2.0,0.58,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776820500,2026-04-22 01:16:04.485053+00:00,2026-04-22 01:16:04.485119+00:00,2026-04-22 01:16:04.485127+00:00,DOWN,0.27,76311.5,-76.99000000000524,15.0,NORM,-612910.3072399818,45378.17235700396,0.0,-5.0,0.27,True,0.0,0.27,0.0,0.0,0.0,0,2.0,0.54,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776820800,2026-04-22 01:21:00.033226+00:00,2026-04-22 01:21:00.033318+00:00,2026-04-22 01:21:00.033339+00:00,UP,0.01,76168.0,-30.05999999999767,15.0,NORM,763475.7053900134,105239.4248745041,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776820800,2026-04-22 01:21:07.876181+00:00,2026-04-22 01:21:07.876219+00:00,2026-04-22 01:21:07.876232+00:00,DOWN,0.01,76174.5,-23.55999999999767,15.0,NORM,755254.7389600134,104593.02779400408,0.0,0.0,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776821100,2026-04-22 01:26:18.422229+00:00,2026-04-22 01:26:18.422305+00:00,2026-04-22 01:26:18.422318+00:00,DOWN,0.39,76146.5,-70.5399999999936,15.0,NORM,56363.67640002393,17944.998776003016,0.0,10.5,0.39,True,0.0,0.39,0.0,0.0,0.0,0,2.0,0.78,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776821100,2026-04-22 01:26:37.086837+00:00,2026-04-22 01:26:37.086870+00:00,2026-04-22 01:26:37.086876+00:00,UP,0.38,76147.5,-46.96832180999627,15.0,NORM,-82552.56818997614,19036.695782503022,0.0,0.0,0.38,True,0.0,0.38,0.0,0.0,0.0,0,2.0,0.76,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776821400,2026-04-22 01:31:00.525189+00:00,2026-04-22 01:31:00.525239+00:00,2026-04-22 01:31:00.525250+00:00,UP,0.01,76130.0,-49.36100000000442,15.0,NORM,163223.91821002454,14263.636394503046,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776821700,2026-04-22 01:36:00.251502+00:00,2026-04-22 01:36:00.251580+00:00,2026-04-22 01:36:00.251587+00:00,UP,0.36,76166.0,-29.419999999998254,15.0,NORM,-649773.9356099769,45210.50722850314,0.0,0.0,0.36,True,0.0,0.36,0.0,0.0,0.0,0,2.0,0.72,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776821700,2026-04-22 01:36:00.854755+00:00,2026-04-22 01:36:00.854776+00:00,2026-04-22 01:36:00.854782+00:00,DOWN,0.35,76167.0,-28.419999999998254,15.0,NORM,-647836.9908699769,45443.92010350314,0.0,0.5,0.35,True,0.0,0.35,0.0,0.0,0.0,0,2.0,0.7,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822000,2026-04-22 01:41:00.496023+00:00,2026-04-22 01:41:00.496180+00:00,2026-04-22 01:41:00.496189+00:00,DOWN,0.001,76223.0,-56.12237264000578,15.0,NORM,-6242.7713499765305,3747.129062503104,0.0,0.0,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822000,2026-04-22 01:41:01.100796+00:00,2026-04-22 01:41:01.100819+00:00,2026-04-22 01:41:01.100824+00:00,UP,0.001,76222.5,-56.62237264000578,15.0,NORM,-6242.82105997653,3747.126577003104,0.0,0.0,0.001,True,0.0,0.001,0.0,0.0,0.0,0,2.0,0.002,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776822300,2026-04-22 01:46:00.230969+00:00,2026-04-22 01:46:00.231052+00:00,2026-04-22 01:46:00.231060+00:00,UP,0.39,76220.5,-63.45799999999872,15.0,NORM,-701744.9728699761,44400.68970250307,0.0,0.0,0.39,True,0.0,0.39,0.0,0.0,0.0,0,2.0,0.78,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776822300,2026-04-22 01:46:00.834626+00:00,2026-04-22 01:46:00.834668+00:00,2026-04-22 01:46:00.834689+00:00,DOWN,0.4,76229.5,-54.45799999999872,15.0,NORM,-701744.688159976,44400.70393800307,0.0,9.5,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822600,2026-04-22 01:51:00.001905+00:00,2026-04-22 01:51:00.001943+00:00,2026-04-22 01:51:00.001947+00:00,UP,0.01,76256.5,-77.45877476999885,15.0,NORM,-240206.7002699781,71728.83238950318,0.0,0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776822600,2026-04-22 01:51:28.923461+00:00,2026-04-22 01:51:28.923494+00:00,2026-04-22 01:51:28.923504+00:00,DOWN,0.0,76250.0,-53.83999999999651,15.0,NORM,-475817.8002899779,57570.14685250318,0.0,-0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822900,2026-04-22 01:56:00.385777+00:00,2026-04-22 01:56:00.385825+00:00,2026-04-22 01:56:00.385831+00:00,DOWN,0.32,76232.5,-36.16099999999278,15.0,NORM,-67036.70749998007,8240.622889003065,0.0,0.5,0.32,True,0.0,0.32,0.0,0.0,0.0,0,2.0,0.64,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
SES-1776805059,btc-updown-5m-1776822900,2026-04-22 01:56:01.592593+00:00,2026-04-22 01:56:01.592618+00:00,2026-04-22 01:56:01.592628+00:00,UP,0.3,76235.5,-33.16099999999278,15.0,NORM,-67036.29299998007,8240.643614003066,0.0,-0.5,0.3,True,0.0,0.3,0.0,0.0,0.0,0,2.0,0.6,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823200,2026-04-22 02:01:00.042608+00:00,2026-04-22 02:01:00.042663+00:00,2026-04-22 02:01:00.042670+00:00,UP,0.01,76272.0,-51.09788610000396,15.0,NORM,-42881.39743998012,14202.34246000306,0.0,-0.5,0.01,True,0.0,0.01,0.0,0.0,0.0,0,2.0,0.02,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823500,2026-04-22 02:06:00.368253+00:00,2026-04-22 02:06:00.368350+00:00,2026-04-22 02:06:00.368365+00:00,UP,0.4,76233.5,-48.338000000003376,15.0,NORM,-77652.38708999261,10099.76819850304,0.0,0.0,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_UP,2.3
SES-1776805059,btc-updown-5m-1776823500,2026-04-22 02:06:10.008079+00:00,2026-04-22 02:06:10.008097+00:00,2026-04-22 02:06:10.008103+00:00,DOWN,0.4,76244.5,-37.338000000003376,15.0,NORM,-40849.502539992594,8210.695589003042,0.0,-0.5,0.4,True,0.0,0.4,0.0,0.0,0.0,0,2.0,0.8,PAPER_FILL,0.0,0.0,0.0,0.0,,HEDGE_DOWN,2.3
